,B01002_001E,B03002_001E,B03002_004E,B03002_005E,B03002_006E,B03002_012E,B06001_002E,B09020_001E,B01003_001E,B25008_001E,B25002_002E,B25003_003E,B25002_001E,B09020_021E,B01001_026E,B11001_006E,B11001_001E,B25002_003E,B19025_001E,B23022_025E,B23022_049E,B23022_001E,B17021_002E,B17021_001E,B25024_010E,B25024_001E,C24010_038E,C24010_001E,B19055_002E,B19055_001E,B09002_002E,B09002_001E,B19001_017E,B06007_005E,B06007_008E,B06007_001E,B16010_002E,B16010_001E,C24050_002E,C24050_001E,C24050_029E,B08201_002E,B08201_001E,B25064_001E,B25077_001E,GEOID
1799,39.7,22287,1926,89,113,610,1120.0,3534,22287,20093,8136,1741,9440,156,10158,704,8136,1304,410312200,3104,1962,14720,3415,19988,1404,9440,4068,8913,2844,8136,2616,4159,38,120.0,89.0,21167.0,2438,15388,424,8913,1981,384,8136,507,77200.0,17145
1800,47.9,4399,199,0,12,106,181.0,914,4399,4067,1793,357,2563,46,2218,200,1793,770,87641700,403,466,2797,623,4246,526,2563,905,1767,736,1793,542,695,11,24.0,13.0,4218.0,390,3188,140,1767,477,144,1793,488,93000.0,17151
1801,37.1,268873,80973,468,3024,8842,18283.0,34018,268873,264484,102936,34112,116435,1652,139400,17987,102936,13499,6593329900,20104,25157,175066,44936,264319,6699,116435,60714,119373,29261,102936,35152,60625,2767,2067.0,1320.0,250590.0,19230,176030,763,119373,24303,8737,102936,777,125700.0,17163
1802,44.0,22316,72,17,32,191,1254.0,4301,22316,22059,8995,1676,10420,172,11260,702,8995,1425,507181000,1415,1897,13689,2219,22006,1090,10420,4670,10007,3342,8995,3834,4761,139,20.0,84.0,21062.0,1751,15736,587,10007,1692,520,8995,633,87000.0,17173
1803,28.9,200931,24924,331,18399,10566,11512.0,20334,200931,184185,79267,36145,87460,817,100575,8185,79267,8193,5000033100,12444,15366,146385,40685,184223,3830,87460,47673,99970,15442,79267,23018,35291,2805,2958.0,9188.0,189419.0,7583,113814,1370,99970,18123,8834,79267,788,149000.0,17019
1804,39.8,19828,263,51,37,197,1177.0,3134,19828,19553,7637,1757,9141,140,10008,773,7637,1504,357437600,1388,2118,12531,3690,19445,1936,9141,3734,8255,2724,7637,3528,4512,35,36.0,129.0,18651.0,2730,13330,303,8255,1662,425,7637,587,90200.0,18117
1805,38.2,47045,205,65,292,4031,3266.0,6885,47045,46323,17773,4065,19826,486,23613,1534,17773,2053,1029147400,2554,3823,29062,5960,46307,1200,19826,10023,21656,5850,17773,8819,11112,275,1534.0,506.0,43779.0,4847,30730,499,21656,2909,1344,17773,650,123700.0,18099
1806,42.0,12742,48,8,31,131,749.0,2303,12742,12561,5293,1319,6063,78,6451,640,5293,770,270567000,862,1103,7886,2052,12406,604,6063,2564,5312,1963,5293,1559,2455,69,6.0,8.0,11993.0,1230,8856,117,5312,1018,311,5293,585,73000.0,18009
1807,39.1,24044,104,54,17,353,1414.0,3280,24044,23743,9028,2377,10476,113,12044,1154,9028,1448,449402400,2188,2600,15615,4312,23573,2061,10476,4722,9858,3107,9028,2859,4757,86,242.0,0.0,22630.0,3762,16294,124,9858,1399,634,9028,688,96800.0,18143
1808,34.8,198214,11140,404,2039,28064,16078.0,23971,198214,194688,70161,19564,77709,1123,100362,8341,70161,7548,4225041200,9164,17908,124053,31963,194253,5625,77709,39701,89276,19050,70161,34841,50143,1325,11639.0,3657.0,182136.0,24410,123931,1034,89276,12992,5841,70161,712,125900.0,18039
1809,38.6,38875,549,80,425,4888,2627.0,5831,38875,37703,14721,3416,16508,277,19462,1660,14721,1787,808018400,2573,3294,24350,6197,37865,898,16508,8194,17378,4688,14721,6259,8957,281,2413.0,314.0,36248.0,4407,25819,469,17378,3177,920,14721,583,80900.0,18017
1810,40.5,68797,2193,36,628,1765,4353.0,11324,68797,66138,28202,9164,31283,562,35551,4212,28202,3081,1473919200,5334,6513,43660,13139,66026,1429,31283,14723,29151,10229,28202,8441,13860,442,622.0,484.0,64444.0,7969,46523,389,29151,5762,2918,28202,616,97300.0,18177
1811,43.6,14899,41,26,41,138,987.0,2977,14899,14653,6084,1176,6645,185,7621,385,6084,561,356039400,633,817,8773,1487,14636,188,6645,3458,7178,2183,6084,2513,3331,74,13.0,32.0,13912.0,1060,10470,657,7178,1135,269,6084,561,97500.0,19023
1812,42.1,15614,52,7,366,761,884.0,2908,15614,15434,6427,1688,7217,138,7852,598,6427,790,374250900,712,908,9394,1788,15299,186,7217,3421,7440,2152,6427,2527,3506,117,267.0,120.0,14730.0,1139,10778,529,7440,1144,483,6427,606,90000.0,19079
1813,41.5,12525,269,11,12,56,814.0,2256,12525,12214,5351,1572,5930,129,6482,535,5351,579,274209200,426,655,7649,2075,12236,346,5930,3157,6302,1795,5351,1852,2766,59,10.0,25.0,11711.0,829,8494,374,6302,869,315,5351,610,91000.0,19175
1814,43.9,7581,25,1,6,154,405.0,1410,7581,7477,3207,652,3546,75,3797,246,3207,339,216975500,195,356,4702,938,7420,105,3546,1824,4003,1065,3207,1074,1558,103,37.0,10.0,7176.0,538,5357,340,4003,692,152,3207,538,98300.0,19195
1815,45.4,7628,11,12,46,57,406.0,1661,7628,7488,3270,727,3689,110,3830,178,3270,419,186432400,254,256,4511,739,7452,107,3689,1910,3990,1226,3270,1295,1600,53,10.0,12.0,7222.0,499,5460,576,3990,569,133,3270,511,96700.0,19001
1816,43.9,12409,25,15,65,270,775.0,2370,12409,12202,5341,972,5672,118,6143,379,5341,331,301539600,515,876,7516,1237,12213,160,5672,2678,5996,1826,5341,1981,2818,122,129.0,44.0,11634.0,946,8629,589,5996,771,186,5341,522,94300.0,19037
1817,48.3,16778,58,12,51,195,816.0,3829,16778,16515,8074,1845,12845,177,8424,434,8074,4771,538616600,470,688,10145,1295,16471,857,12845,4201,9037,2908,8074,2271,2912,244,72.0,26.0,15962.0,826,12601,495,9037,1448,249,8074,586,154700.0,19059
1818,43.6,10480,32,8,2,104,612.0,2027,10480,10320,4410,817,4943,120,5256,301,4410,533,226208000,530,520,6271,1236,10271,297,4943,2449,5063,1588,4410,1723,2232,33,18.0,2.0,9868.0,828,7320,463,5063,1047,205,4410,499,76200.0,19107
1819,42.1,17746,98,1128,51,1302,1074.0,3260,17746,17250,6930,1667,7769,276,9068,714,6930,839,421242700,786,1057,10561,2073,17237,369,7769,3985,8405,2265,6930,2635,4070,162,382.0,145.0,16672.0,1290,11992,661,8405,1672,268,6930,639,100100.0,19171
1820,43.0,10650,19,2,40,1176,648.0,2044,10650,10491,4260,1109,4885,132,5343,363,4260,625,257473000,313,593,6422,1222,10506,65,4885,2427,5398,1477,4260,1658,2414,107,369.0,27.0,10002.0,1189,7434,577,5398,884,230,4260,532,85200.0,19069
1821,42.8,18446,16,11,121,288,1127.0,3159,18446,18156,7594,1512,8060,142,9401,603,7594,466,489283200,573,776,11279,1502,18199,343,8060,4879,9934,2329,7594,3215,4300,69,35.0,93.0,17319.0,1073,12835,515,9934,1503,316,7594,653,134000.0,19031
1822,43.6,16204,213,0,159,323,996.0,3233,16204,15843,6913,1761,7520,232,8318,619,6913,607,376792300,601,1036,9737,1951,15879,156,7520,3707,7871,2418,6913,2509,3562,92,59.0,156.0,15208.0,1032,11227,566,7871,1181,496,6913,501,89200.0,19067
1823,39.3,11448,110,0,56,1834,667.0,1749,11448,11281,4312,892,5014,129,5632,437,4312,702,257161200,520,659,7102,1328,11267,662,5014,2720,5614,1416,4312,1964,2638,44,846.0,77.0,10781.0,1292,7654,396,5614,809,288,4312,597,94100.0,19115
1824,44.4,9818,13,2,20,347,622.0,2030,9818,9661,4272,1111,4693,105,5000,321,4272,421,261620200,239,482,5726,1071,9588,82,4693,2160,4811,1545,4272,1404,2138,70,129.0,5.0,9196.0,685,6845,451,4811,675,187,4272,567,83400.0,19091
1825,41.9,21765,157,2,58,1120,1355.0,3778,21765,21417,8926,2165,9479,239,11075,669,8926,553,557346800,723,1076,13257,2354,21344,519,9479,5499,11492,2945,8926,3989,4958,123,455.0,167.0,20410.0,1752,14873,749,11492,2024,579,8926,633,116900.0,19183
1826,47.3,12011,36,35,24,286,619.0,2620,12011,11625,5399,1340,5787,245,6002,370,5399,388,306354300,385,511,7246,793,11617,116,5787,2876,6289,1935,5399,1894,2414,119,26.0,25.0,11392.0,668,8606,626,6289,1102,245,5399,498,78800.0,19035
1827,41.8,40268,2045,64,343,1079,2471.0,7129,40268,39428,16933,4428,18541,383,20719,2073,16933,1608,962701400,2242,2977,24909,5724,39499,829,18541,9123,18645,5821,16933,5795,8515,301,173.0,104.0,37797.0,2531,27921,389,18645,3689,1327,16933,614,94500.0,19057
1828,46.9,15510,34,5,73,220,874.0,3404,15510,15169,6750,1306,7481,232,7879,446,6750,731,452028800,422,745,9075,1266,15193,80,7481,3769,7893,2602,6750,2701,3237,262,61.0,22.0,14636.0,958,11088,1013,7893,1321,213,6750,494,88300.0,19109
1829,38.0,42729,486,35,417,6764,3002.0,5851,42729,42198,16540,4103,17927,315,21588,1916,16540,1387,1012101000,1947,2918,27170,6333,41893,1383,17927,9712,20950,4825,16540,6680,9806,317,1763.0,252.0,39727.0,4101,28171,465,20950,3705,952,16540,705,120600.0,19139
1830,34.7,431811,25083,730,15367,32479,32637.0,47041,431811,423007,171227,51803,183029,2110,219866,18788,171227,11802,12714708800,16439,25627,285875,47976,423582,4601,183029,112790,230366,38836,171227,73717,102108,6608,11379.0,10775.0,399174.0,23927,282156,2723,230366,37029,10501,171227,757,153600.0,19153
1831,35.2,101948,2385,1494,2512,13828,7823.0,13185,101948,99055,38744,12442,41457,546,51860,5154,38744,2713,2260578100,4360,6556,64792,15059,98804,1914,41457,24301,51117,11174,38744,15874,24170,679,4570.0,1672.0,94125.0,9182,64212,1181,51117,8597,2972,38744,642,97400.0,19193
1832,43.9,19807,133,20,39,227,1083.0,3705,19807,19548,8414,1958,9400,197,9991,635,8414,986,483203200,828,1175,12138,2404,19554,605,9400,4692,9986,2760,8414,3380,4281,164,34.0,120.0,18724.0,1591,13884,668,9986,1677,492,8414,543,112700.0,19097
1833,42.4,35741,1043,52,176,1107,2033.0,6089,35741,34547,14220,3829,16262,384,17764,1387,14220,2042,754229800,2313,2630,22636,5087,34486,1313,16262,7780,16444,4940,14220,4278,7048,142,130.0,89.0,33708.0,2743,24949,460,16444,3128,975,14220,540,82200.0,19111
1834,38.5,46239,218,31,171,884,3003.0,6218,46239,44511,17265,3527,18385,394,23739,1593,17265,1120,1322111400,1517,2092,29382,3255,44514,841,18385,12260,24732,4750,17265,8370,11231,542,72.0,119.0,43236.0,1473,29869,288,24732,4150,519,17265,707,154600.0,19181
1835,42.5,24911,36,17,169,740,1623.0,4192,24911,24571,9882,2131,10553,254,12625,635,9882,671,709860900,642,978,15221,1281,24531,396,10553,6587,13805,2914,9882,5171,6111,308,401.0,106.0,23288.0,1208,16910,1112,13805,2277,406,9882,591,128300.0,19149
1836,42.8,16649,48,24,67,472,1101.0,3117,16649,16375,7260,1962,8049,156,8551,545,7260,789,452671900,520,598,10101,1682,16362,248,8049,4194,8579,2444,7260,2637,3530,110,214.0,44.0,15548.0,827,11680,501,8579,1285,381,7260,530,102600.0,19041
1837,41.9,17721,18,10,8,145,1097.0,2977,17721,17468,7104,1498,8022,179,8896,507,7104,918,435522200,619,682,10839,1355,17401,355,8022,4550,9477,2339,7104,3462,4222,103,63.0,2.0,16624.0,1200,12100,841,9477,1267,317,7104,525,125400.0,19055
1838,45.4,6372,5,6,26,75,410.0,1437,6372,6243,2651,515,3204,96,3301,171,2651,553,129835500,313,415,3596,924,6239,322,3204,1313,2802,1046,2651,1051,1425,27,2.0,25.0,5962.0,539,4404,343,2802,433,144,2651,498,60000.0,19185
1839,40.9,88779,5332,167,984,2288,5223.0,13817,88779,82941,35452,11388,38326,1001,44466,4604,35452,2874,2133494400,8872,7047,57702,13301,83012,2039,38326,19889,39060,12618,35452,11542,17961,766,366.0,711.0,83556.0,7094,60801,723,39060,7824,4075,35452,686,91800.0,36015
1840,39.7,65215,1395,140,742,1838,3042.0,9107,65215,58896,24127,6002,27046,571,32681,2386,24127,2919,1524943400,5478,4725,44722,6833,59114,2669,27046,15288,30968,7559,24127,8607,12128,340,563.0,403.0,62173.0,4639,42391,1081,30968,5094,1456,24127,694,118200.0,36051
1841,40.4,62147,1104,54,683,1941,2686.0,10372,62147,57267,24541,6748,30737,425,32177,2327,24541,6196,1454986000,3643,4587,42069,9167,57784,4579,30737,14762,28831,8615,24541,6973,10330,533,315.0,618.0,59461.0,4522,40243,757,28831,5950,2112,24541,768,134200.0,36077
1842,44.0,49122,2684,60,411,2459,2133.0,8719,49122,45329,18411,5015,29159,487,23361,1796,18411,10748,1119567100,6423,4615,32247,6671,45608,2703,29159,10008,20475,7314,18411,5722,7916,320,553.0,506.0,46989.0,5138,34935,376,20475,4236,1408,18411,824,179700.0,36039
1843,38.2,304511,36157,547,14598,15091,15150.0,42858,304511,286843,122674,48933,137426,2960,157321,15079,122674,14752,9409992800,19103,23458,209047,37684,288524,1754,137426,77072,153485,34336,122674,37037,55820,5111,2768.0,8884.0,289361.0,17100,202976,655,153485,26100,15065,122674,890,210200.0,36001
1844,37.8,48837,556,149,529,686,2621.0,7465,48837,43782,18843,4884,26046,341,24089,1748,18843,7203,996349200,3329,4184,32454,7467,43631,4483,26046,9870,21232,6541,18843,6463,8993,206,179.0,589.0,46216.0,3700,30546,815,21232,4090,1364,18843,594,67600.0,36003
1845,40.8,80166,1068,2203,597,1385,4944.0,12425,80166,77219,32419,8899,41085,728,40485,3440,32419,8666,1719149200,5147,6648,51267,13310,77382,5202,41085,17226,35684,11182,32419,11695,17120,386,231.0,1293.0,75222.0,6787,53632,1170,35684,7159,2984,32419,624,79600.0,36009
1846,39.3,72977,1215,429,543,1334,3825.0,10331,72977,67459,26613,6400,31651,375,37013,2984,26613,5038,1720372400,5680,7019,48956,7289,67294,3134,31651,16253,33303,8709,26613,9877,14183,672,215.0,354.0,69152.0,4643,47390,906,33303,5618,1659,26613,722,117400.0,36053
1847,40.0,154466,14102,595,5612,8818,9162.0,23140,154466,149792,58263,19229,68047,1053,79792,6761,58263,9784,4072081200,8812,11561,100439,18006,150399,412,68047,37477,75144,17996,58263,21478,32528,1884,2015.0,2866.0,145304.0,10131,104755,268,75144,14254,6636,58263,825,166600.0,36093
1848,41.6,59992,1383,558,339,1609,3336.0,9446,59992,58752,23962,6346,25537,652,30167,2626,23962,1575,1512189900,3108,4251,39108,6952,59027,1748,25537,14029,29842,7454,23962,8606,11957,328,477.0,315.0,56656.0,3875,41284,1337,29842,5650,1611,23962,682,104800.0,36037
1849,40.4,25351,180,29,105,439,1545.0,4204,25351,24033,9531,2113,13456,284,13008,893,9531,3925,599002400,1360,1959,15793,3847,24109,1777,13456,5596,11647,3529,9531,4597,5797,288,185.0,976.0,23806.0,2447,16437,867,11647,2066,1110,9531,629,117000.0,36123
1850,38.1,21386,7902,131,55,3006,1362.0,2707,21386,19146,7136,2180,8163,165,9927,1149,7136,1027,356210500,3022,1908,14289,4244,19170,2733,8163,4191,8552,2592,7136,2623,4016,77,1393.0,138.0,20024.0,3480,14528,853,8552,2011,387,7136,605,88800.0,37079
1851,45.3,15539,127,38,41,649,756.0,3235,15539,15240,6536,1545,8701,111,7912,732,6536,2165,313845400,1242,1503,9662,2840,15225,1762,8701,2807,6234,2715,6536,1963,2744,81,183.0,29.0,14783.0,2213,11346,422,6234,1206,529,6536,543,114800.0,37121
1852,44.7,14825,5064,124,109,480,839.0,2919,14825,14374,5867,1964,7268,205,7737,1054,5867,1401,276359100,1319,1593,9037,3552,14390,1461,7268,2709,5661,2537,5867,1389,2519,44,201.0,87.0,13986.0,2354,10206,233,5661,1005,759,5867,696,133100.0,37041
1853,46.0,11069,128,24,31,991,534.0,2367,11069,10806,4794,1247,8050,87,5511,472,4794,3256,200752400,808,1168,6731,2260,10815,1138,8050,1859,4326,2124,4794,1210,1921,19,400.0,4.0,10535.0,1933,8117,307,4326,701,391,4794,538,150000.0,37005
1854,41.2,82493,3836,150,477,3796,4586.0,12847,82493,81402,31748,8767,37569,351,42020,3783,31748,5821,1531101100,6942,8795,53541,15404,81235,7908,37569,16038,34706,11373,31748,11286,16258,401,1321.0,340.0,77907.0,14081,57289,430,34706,5130,1754,31748,600,107100.0,37027
1855,39.7,154201,12779,422,5305,12916,9554.0,22267,154201,151886,58695,16860,67809,838,78552,6795,58695,9114,3488448200,10124,14412,99310,22934,151708,10000,67809,33318,70298,18486,58695,22815,32180,1491,5358.0,2445.0,144647.0,19042,104928,385,70298,10836,3352,58695,659,130200.0,37035
1856,40.5,97890,20406,186,850,2791,5793.0,14937,97890,95675,37698,12422,43321,488,50850,5232,37698,5623,1856108900,7920,10641,62658,18839,95558,8578,43321,19609,40035,13943,37698,12029,19647,464,952.0,279.0,92097.0,12692,66023,470,40035,7506,2798,37698,648,104300.0,37045
1857,36.5,102904,22181,385,2058,6303,7579.0,15882,102904,98761,40274,14762,45061,372,51466,5489,40274,4787,2406013800,6347,9930,65733,16124,98636,6941,45061,19194,38924,13491,40274,13852,21106,805,1634.0,1366.0,95325.0,8391,66317,828,38924,8016,3380,40274,822,153500.0,37049
1858,40.0,56253,32138,76,66,2097,3690.0,8238,56253,54902,21227,7734,24841,286,30090,4620,21227,3614,932811600,4830,6895,35991,13127,54807,4905,24841,11489,21974,7998,21227,5237,11174,130,751.0,37.0,52563.0,8185,37448,850,21974,4403,2696,21227,632,81100.0,37065
1859,39.9,59666,19266,249,368,4451,3276.0,7585,59666,55628,19788,4773,22789,439,27932,2902,19788,3001,1184118900,6201,5987,40469,7996,56020,5429,22789,11095,25205,5985,19788,7682,11633,265,1784.0,171.0,56390.0,8201,41078,784,25205,4168,1059,19788,727,134700.0,37077
1860,33.5,115559,23682,873,1057,12403,9225.0,12115,115559,111736,40530,12613,46926,337,58840,5759,40530,6396,2222584300,8039,12686,74793,18318,111809,10962,46926,21753,45037,11154,40530,19598,28133,365,4378.0,502.0,106334.0,12298,71773,889,45037,8170,1806,40530,745,130700.0,37085
1861,30.8,47368,15626,4057,550,5820,4651.0,3376,47368,46412,15381,4677,18261,124,24251,2814,15381,2880,838614700,3774,5452,31159,10115,46233,4200,18261,9179,16770,3496,15381,7933,12376,68,1727.0,119.0,42717.0,4891,28800,436,16770,3727,948,15381,765,137200.0,37093
1862,45.3,106577,3569,437,1132,10338,5874.0,24185,106577,104991,44997,10848,54510,956,55089,3799,44997,9513,2754013600,5972,9619,63034,14191,105244,9335,54510,21171,44786,18754,44997,15062,19233,1078,5558.0,727.0,100703.0,10167,78051,734,44786,7405,2399,44997,722,187800.0,37089
1863,40.0,5810,1995,33,7,359,278.0,837,5810,4911,1982,528,3241,41,2638,426,1982,1259,96393500,860,362,3919,1150,4945,788,3241,1098,2376,671,1982,639,961,12,153.0,0.0,5532.0,946,4135,383,2376,514,191,1982,614,98200.0,37095
1864,39.0,159614,19098,354,2897,10758,9865.0,20716,159614,158138,59593,15530,68908,600,80895,7069,59593,9315,4083941300,10520,16758,103469,21300,157893,9973,68908,32765,71381,16971,59593,25994,35435,2314,4470.0,1171.0,149749.0,16053,106624,743,71381,11393,2788,59593,768,166200.0,37097
1865,34.0,926873,277527,2596,43328,111935,68946.0,82514,926873,911709,362465,141992,398454,2759,478707,51158,362465,35989,29622668700,46163,81220,633252,132034,911697,6622,398454,223638,465638,69431,362465,142176,212100,22124,48116.0,23714.0,857927.0,67500,603674,815,465638,72991,24473,362465,875,186100.0,37119
1866,45.4,21959,12546,24,16,319,1144.0,4381,21959,21205,8490,2357,11637,190,11370,1817,8490,3147,364439300,2731,2569,13566,5604,21160,2630,11637,4090,7722,3820,8490,1467,3789,20,97.0,29.0,20815.0,4484,15605,396,7722,1724,1027,8490,590,77800.0,37131
1867,30.9,167951,56573,380,2521,9118,10953.0,16893,167951,161394,65480,29424,74990,636,88720,10613,65480,9510,3688161500,10283,15064,117256,38795,161510,10204,74990,40585,80192,14528,65480,19063,33114,1620,3638.0,1155.0,156998.0,14533,99004,896,80192,15377,5185,65480,702,133800.0,37147
1868,39.1,138189,22019,375,1331,10494,8914.0,20191,138189,133133,52878,16239,60116,1151,70036,7083,52878,7238,2852293200,11752,14060,88914,24670,133036,10520,60116,28033,58230,17562,52878,18501,28322,704,4965.0,571.0,129275.0,18244,93028,757,58230,10567,3147,52878,697,129100.0,37159
1869,38.4,45183,22488,129,69,3027,3137.0,6376,45183,44284,16185,5943,20011,278,24166,3464,16185,3826,755018800,4431,5688,28591,12555,44584,6123,20011,9005,17204,5763,16185,4336,9557,166,956.0,29.0,42046.0,7458,29490,142,17204,3997,1981,16185,658,103600.0,37181
1870,48.3,27304,206,507,155,687,1307.0,6341,27304,26916,11238,2070,17463,236,14059,1012,11238,6225,504272900,2742,3384,16458,4061,26925,3264,17463,4749,9888,5175,11238,3601,4724,26,336.0,96.0,25997.0,3467,20432,148,9888,1738,687,11238,594,150100.0,37039
1871,41.0,23677,1424,48,100,721,1352.0,3062,23677,23520,9171,1808,14463,82,11835,884,9171,5292,613008000,1423,2181,15777,2318,23439,2256,14463,5248,11063,2733,9171,3756,4797,173,216.0,58.0,22325.0,2317,16304,113,11063,1834,210,9171,912,229600.0,37053
1872,36.3,201617,23286,848,3198,21054,14574.0,19722,201617,199704,67520,11947,72808,627,101952,6688,67520,5288,5728429400,10660,18471,128238,19356,199539,5200,72808,43040,92951,16082,67520,45824,56066,4247,7864.0,1877.0,187043.0,16439,125970,1077,92951,13249,2145,67520,812,197600.0,37179
1873,42.4,69265,2990,162,332,3785,3979.0,11899,69265,68302,27951,7267,32957,428,35210,2956,27951,5006,1284856300,6089,8141,43817,15319,68291,8551,32957,12686,27205,11108,27951,10066,13855,437,1229.0,93.0,65286.0,12936,48810,802,27205,4375,2166,27951,562,111200.0,37193
1874,40.3,95545,35318,440,775,5949,5780.0,13419,95545,93230,37636,13663,42258,530,49523,5958,37636,4622,2166920100,7352,8998,62275,16370,93265,8025,42258,21099,41874,12602,37636,11810,19779,851,3141.0,427.0,89765.0,11814,64667,1110,41874,6436,3085,37636,743,118300.0,37127
1875,41.1,37014,2021,51,314,1569,2168.0,5759,37014,36355,13753,3105,16119,197,18439,1186,13753,2366,717980100,3042,3792,23936,6647,36356,4985,16119,7329,15969,4726,13753,5801,7626,220,493.0,73.0,34846.0,5671,25747,302,15969,2647,602,13753,577,122200.0,37003
1876,42.1,182516,9585,246,3094,16044,8884.0,27430,182516,171131,70274,21504,83558,1601,91771,8009,70274,13284,5385012000,14029,14798,123703,22514,175139,5014,83558,42663,87616,23913,70274,22811,32698,3116,3496.0,2676.0,173632.0,14919,127553,961,87616,16135,5174,70274,992,237500.0,36111
1877,43.5,34019,1389,21,29,2131,1769.0,5203,34019,33760,15076,4204,33476,80,17018,1289,15076,18400,1050766700,1070,2093,22819,3497,33733,1973,33476,8492,18127,4394,15076,3935,5986,527,1128.0,140.0,32250.0,2194,25056,460,18127,3740,458,15076,993,307900.0,37055
1878,45.1,20860,10603,736,81,696,1199.0,4022,20860,20208,7551,2205,11786,139,10195,1232,7551,4235,365155800,3017,2485,13018,4930,20236,3969,11786,3523,7159,3338,7551,2120,3575,80,302.0,42.0,19661.0,3744,14843,432,7159,1490,737,7551,634,99700.0,37185
1879,38.8,81020,30968,165,545,7621,5361.0,11627,81020,79249,31932,12771,35428,586,42452,5239,31932,3496,1634802100,6049,8483,51613,18122,79336,5244,35428,16930,34343,10070,31932,10139,17519,357,3379.0,558.0,75659.0,11748,53983,1212,34343,6046,2968,31932,731,114200.0,37195
1880,42.4,12069,4129,21,39,177,657.0,1838,12069,11962,4454,842,5177,46,6080,636,4454,723,247400300,997,1238,7761,2179,11965,1337,5177,2533,5220,1520,4454,1402,2127,46,25.0,26.0,11412.0,1419,8322,187,5220,804,229,4454,709,153800.0,37073
1881,42.7,8766,48,453,84,200,506.0,1685,8766,8638,3443,572,5917,77,4450,230,3443,2474,164095600,752,857,5415,1489,8629,1423,5917,1648,3197,1404,3443,1495,1750,79,94.0,56.0,8260.0,1268,6019,94,3197,553,240,3443,551,124600.0,37075
1882,43.6,20727,267,67,95,430,920.0,3702,20727,19680,8228,2018,10630,141,10401,886,8228,2402,399040300,1826,2361,13368,3433,19727,2543,10630,4126,8486,3674,8228,2546,3559,38,206.0,3.0,19807.0,2872,14540,154,8486,1709,578,8228,587,159400.0,37115
1883,48.0,13145,2537,10,42,397,598.0,2906,13145,12470,5223,981,7534,64,6448,520,5223,2311,300251200,1455,1175,8271,1711,12425,2349,7534,2586,5153,2419,5223,1323,1928,103,236.0,74.0,12547.0,1482,9886,343,5153,953,279,5223,719,154400.0,37137
1884,49.5,20386,1038,11,76,1105,807.0,5046,20386,20039,8769,2210,11373,226,10547,1002,8769,2604,478418900,1697,2311,12068,3163,20094,1826,11373,3738,7715,4070,8769,2322,3630,139,557.0,56.0,19579.0,2130,15357,187,7715,1496,390,8769,661,171800.0,37149
1885,39.6,141568,7699,519,1403,14678,8948.0,19946,141568,140319,55032,14572,61014,596,71810,6999,55032,5982,2999593000,9467,13472,90833,23848,139816,12151,61014,30013,64218,17133,55032,20519,30106,670,5847.0,735.0,132620.0,21274,95674,1085,64218,9357,2816,55032,642,122000.0,37151
1886,42.5,47224,1992,257,111,1253,2486.0,7612,47224,46615,19326,4133,21816,308,24310,2282,19326,2490,988095700,3727,4565,30483,8149,46711,5778,21816,10054,20661,6868,19326,6202,9009,132,643.0,61.0,44738.0,6648,33366,251,20661,3133,851,19326,584,121000.0,37169
1887,43.6,13085,6561,46,11,476,865.0,2402,13085,12918,5096,1332,6470,117,6999,1053,5096,1374,229048500,1364,1547,7948,3432,12942,1541,6470,2278,4419,1993,5096,1203,2632,31,168.0,0.0,12220.0,1712,8933,358,4419,943,645,5096,633,91800.0,37187
1888,49.6,10575,82,38,21,261,563.0,2536,10575,10459,4400,824,7130,80,5420,274,4400,2730,221266700,807,1240,6188,2359,10451,1261,7130,1985,3964,1868,4400,1459,1851,39,103.0,0.0,10012.0,1095,7774,52,3964,664,162,4400,584,156500.0,37043
1889,30.9,319329,112201,2952,7085,30374,26513.0,30509,319329,306461,119723,52224,136701,1098,164615,22911,119723,16978,7003253600,19728,33478,212242,51314,306141,14232,136701,63564,117027,27949,119723,43904,74910,2328,5581.0,3834.0,292816.0,21134,193062,732,117027,23482,7567,119723,844,126300.0,37051
1890,36.4,489576,157538,2182,19941,34642,30788.0,60947,489576,474902,193890,72709,217936,2116,256363,29038,193890,24046,12576991200,30907,47745,327550,80219,475888,6858,217936,113888,231470,51132,193890,64558,103575,6616,14694.0,12218.0,458788.0,39902,318536,752,231470,37931,14544,193890,740,155600.0,37081
1891,36.6,39985,751,3557,276,1943,1967.0,6255,39985,36446,15539,4898,25848,180,20326,1640,15539,10309,780308500,3261,3873,27334,7090,36441,5323,25848,8485,17370,5150,15539,4126,6293,151,882.0,269.0,38018.0,4239,25362,278,17370,5123,887,15539,612,169300.0,37099
1892,36.3,40551,15594,27,470,1650,2759.0,5520,40551,38277,14508,5095,16734,199,20799,2227,14508,2226,880820800,3438,3964,27003,6886,38245,2045,16734,8853,17329,4535,14508,5178,7778,343,617.0,183.0,37792.0,4673,26286,491,17329,4010,1314,14508,841,176100.0,37139
1893,34.3,133920,32159,50240,1052,10771,10202.0,15261,133920,130281,44989,15271,52620,649,68852,10390,44989,7631,1946351800,15356,18783,86650,41599,130212,20389,52620,24313,48086,15319,44989,13513,29048,535,5053.0,574.0,123718.0,24263,83255,1487,48086,9326,4153,44989,576,69400.0,37155
