,B01002_001E,B03002_001E,B03002_004E,B03002_005E,B03002_006E,B03002_012E,B06001_002E,B09020_001E,B01003_001E,B25008_001E,B25002_002E,B25003_003E,B25002_001E,B09020_021E,B01001_026E,B11001_006E,B11001_001E,B25002_003E,B19025_001E,B23022_025E,B23022_049E,B23022_001E,B17021_002E,B17021_001E,B25024_010E,B25024_001E,C24010_038E,C24010_001E,B19055_002E,B19055_001E,B09002_002E,B09002_001E,B19001_017E,B06007_005E,B06007_008E,B06007_001E,B16010_002E,B16010_001E,C24050_002E,C24050_001E,C24050_029E,B08201_002E,B08201_001E,B25064_001E,B25077_001E,GEOID
977,35.3,61853,1950,297,414,4149,4179.0,8090,61853,59390,22604,6954,25555,372,31063,2608,22604,2951,1171468300,4289,5718,41105,11022,59424,3324,25555,13237,28381,7355,22604,9231,12770,251,1532.0,211.0,57674.0,6929,38585,845,28381,4811,1195,22604,620,107700.0,05115
978,43.3,7262,2086,13,0,28,434.0,1329,7262,7109,3169,1271,3907,86,3775,453,3169,738,135414400,559,836,4509,1747,7116,539,3907,1351,2798,1334,3169,781,1342,29,0.0,0.0,6828.0,1291,5055,411,2798,503,478,3169,401,58600.0,05147
979,40.9,17885,2923,77,40,442,1015.0,2836,17885,15263,6456,1958,7624,178,9024,953,6456,1168,274381500,2130,2624,11789,3899,15234,806,7624,2672,5938,2759,6456,1757,3043,33,167.0,6.0,16870.0,3118,12603,641,5938,1062,569,6456,529,57600.0,05067
980,46.9,12480,9,17,109,165,655.0,2802,12480,12336,5276,1193,6678,95,6295,304,5276,1402,219722600,1060,1231,7415,2519,12337,1784,6678,2403,4764,2645,5276,1410,1951,34,25.0,62.0,11825.0,1750,8946,346,4764,922,420,5276,489,90400.0,05137
981,50.8,41387,123,231,204,712,1864.0,11641,41387,40774,18137,4119,22516,441,21494,1489,18137,4379,861891900,3172,3788,23203,6985,40588,3267,22516,7888,14878,9380,18137,4559,6581,261,91.0,125.0,39523.0,4137,31437,399,14878,2761,801,18137,608,119700.0,05005
982,37.8,42224,263,170,32,940,2836.0,6002,42224,41578,16457,5921,17954,275,21375,2045,16457,1497,799140700,3130,4617,26806,7193,41507,2132,17954,7898,17381,6168,16457,6723,9259,128,343.0,53.0,39388.0,4961,27845,766,17381,2622,865,16457,613,95200.0,05055
983,37.3,21646,13577,16,18,299,1680.0,3252,21646,21369,8309,3667,10170,127,11506,2254,8309,1861,343510900,2315,2404,12999,6910,21370,1228,10170,4140,7373,2839,8309,1664,4761,84,80.0,21.0,19966.0,3671,13616,809,7373,1762,1034,8309,585,59200.0,05107
984,38.4,22033,273,32,315,4154,1530.0,3320,22033,21651,7864,2507,9734,199,11010,735,7864,1870,365728800,1802,2276,13597,4521,21676,1633,9734,4286,8959,2896,7864,3408,4894,41,1955.0,109.0,20503.0,4014,14449,761,8959,1517,378,7864,543,84300.0,05149
985,33.6,23050,5438,85,135,928,1247.0,3452,23050,20107,8144,2770,10402,364,12061,1152,8144,2258,395590800,1824,1997,15698,4783,20196,2036,10402,4888,9635,2797,8144,2462,3784,154,548.0,25.0,21803.0,1993,13429,487,9635,2264,585,8144,573,86700.0,05019
986,43.5,8145,3406,30,2,143,489.0,1552,8145,8042,3396,1264,4499,58,4274,612,3396,1103,137939700,714,951,5042,2135,8014,680,4499,1432,2919,1331,3396,730,1393,46,41.0,0.0,7656.0,1500,5630,437,2919,528,468,3396,506,52500.0,05095
987,42.6,25894,10381,40,24,414,1748.0,4420,25894,25533,10926,3475,13135,174,13675,1901,10926,2209,487054800,1989,2642,16149,5180,25515,1906,13135,5188,10419,4338,10926,3036,4926,66,99.0,13.0,24146.0,2649,17805,186,10419,1738,999,10926,524,68600.0,05103
988,41.5,19029,4634,27,123,512,1161.0,3159,19029,18678,7997,2554,9462,153,9863,1054,7997,1465,444140300,1018,1667,11947,3162,18604,1478,9462,4206,8850,2585,7997,2336,3591,126,266.0,119.0,17868.0,2311,13162,639,8850,1527,663,7997,597,76700.0,05001
989,44.2,27321,41,180,102,3547,1668.0,5158,27321,27049,11316,3212,13507,112,13921,970,11316,2191,538010000,1703,2505,16811,4768,26883,1969,13507,5414,11935,4735,11316,3730,5013,111,1409.0,61.0,25653.0,3615,19203,567,11935,2331,543,11316,592,117200.0,05015
990,36.0,383185,133365,1079,7773,21706,26882.0,46384,383185,376610,155516,61781,176158,1720,199194,25885,155516,20642,10228773800,25659,34134,254546,64824,377055,10083,176158,90276,180914,41284,155516,46482,81184,5841,9128.0,3327.0,356303.0,27767,255353,978,180914,31170,12278,155516,757,140600.0,05119
991,44.8,64360,1417,1569,712,11068,3554.0,11377,64360,63200,26103,9573,35449,277,31831,3204,26103,9346,1373220100,7451,7313,40963,15036,63365,7858,35449,11419,23786,10606,26103,7443,11137,471,3150.0,432.0,60806.0,6017,45907,1387,23786,5648,1739,26103,864,200500.0,06033
992,46.8,9545,129,270,28,1337,482.0,1927,9545,8969,3903,1069,5172,129,4716,310,3903,1269,192539900,877,952,5846,1829,9171,763,5172,1777,3630,1602,3903,1392,1944,25,379.0,27.0,9063.0,1023,6844,686,3630,876,246,3903,614,158200.0,06049
993,45.7,18474,152,1859,264,3575,1084.0,3522,18474,18135,7910,2930,9449,122,9078,872,7910,1539,481503700,1034,1210,11526,2035,17938,2444,9449,4381,8911,2707,7910,2099,3263,135,761.0,141.0,17390.0,1517,13330,163,8911,2044,582,7910,889,246200.0,06027
994,37.0,53693,262,533,16,23702,3815.0,7553,53693,52932,19944,5315,22630,237,26930,2601,19944,2686,1390753700,2605,4980,33624,6867,52919,3541,22630,10919,24561,6321,19944,8170,12427,536,2961.0,22.0,49878.0,7049,35002,4352,24561,4105,689,19944,682,105400.0,35015
995,46.3,4830,1,43,0,3874,307.0,1013,4830,4779,1700,207,3304,29,2363,96,1700,1604,78062700,410,307,2915,782,4830,981,3304,860,1960,812,1700,609,771,0,622.0,0.0,4523.0,417,3547,192,1960,169,109,1700,594,100400.0,35033
996,32.8,128600,794,46676,464,24496,10660.0,14110,128600,126890,41791,10711,49168,410,64770,6478,41791,7377,2645068800,9810,15612,81272,25834,126736,15742,49168,23687,52754,10827,41791,18394,29656,933,3396.0,3357.0,117940.0,14540,78717,6748,52754,9697,2235,41791,735,154300.0,35045
997,40.2,8725,3133,67,0,153,549.0,1404,8725,8648,3213,602,4158,50,4547,509,3213,945,147935700,794,1508,5436,2368,8648,706,4158,1201,2884,1257,3213,1265,1764,85,50.0,0.0,8176.0,1387,5740,40,2884,364,215,3213,608,84400.0,28009
998,41.4,8055,2787,31,44,5,540.0,1324,8055,7967,3263,571,4165,57,4129,476,3263,902,170594300,651,1071,4885,2026,7973,1152,4165,1310,2889,1429,3263,1060,1605,21,5.0,0.0,7515.0,1167,5413,309,2889,403,194,3263,533,64900.0,28037
999,32.8,26099,19522,23,129,314,2103.0,3216,26099,25464,9276,4265,10828,138,14149,2872,9276,1552,393370600,2898,3591,16117,9553,25541,1082,10828,4718,8886,3059,9276,1560,5617,149,25.0,136.0,23996.0,4030,15635,555,8886,2537,1524,9276,560,57400.0,28027
1000,41.2,17033,8795,0,3,240,1119.0,2750,17033,16907,6891,1365,8206,56,8936,1440,6891,1315,312822800,1555,2343,10649,3572,16911,1975,8206,2992,6420,2744,6891,1736,3264,175,65.0,3.0,15914.0,2832,11450,470,6420,923,645,6891,560,69900.0,28061
1001,36.8,67868,19124,69,356,3157,5062.0,9760,67868,66093,24657,6571,28400,411,34799,3935,24657,3743,1310932000,4909,8398,42588,15859,66168,5901,28400,12269,27363,8457,24657,8165,13883,582,1527.0,229.0,62806.0,9493,43863,1847,27363,4045,1442,24657,637,86300.0,28067
1002,36.8,15405,6992,0,0,238,1062.0,2450,15405,15250,5466,1005,7116,91,7972,836,5466,1650,244644700,1685,2092,9476,4094,15247,2137,7116,2603,5466,2213,5466,2242,3352,95,147.0,14.0,14343.0,2679,10100,427,5466,722,434,5466,582,79600.0,28147
1003,39.2,36912,11405,35,33,353,2402.0,5858,36912,36466,14393,3239,16487,166,19372,2526,14393,2094,670093400,3354,4277,23156,7597,36398,3151,16487,7055,14483,5336,14393,4505,7447,97,60.0,36.0,34510.0,5734,24789,249,14483,2205,1160,14393,536,80100.0,28095
1004,36.0,29962,4257,33,15,1780,2058.0,3956,29962,29692,9962,2098,12404,172,15221,1440,9962,2442,478289100,2383,3032,18751,4643,29711,3226,12404,6115,12431,3648,9962,4651,6864,55,792.0,16.0,27904.0,4827,19364,204,12431,1379,414,9962,601,79900.0,28115
1005,32.2,19207,16027,0,9,19,1661.0,2481,19207,18564,6604,1881,8433,96,10157,2004,6604,1829,216055000,2522,2917,11773,7910,18549,2196,8433,3212,5858,2214,6604,1313,4162,25,24.0,17.0,17546.0,3483,11308,314,5858,1090,926,6604,472,51300.0,28051
1006,44.3,13139,5576,33,5,38,873.0,2408,13139,13073,5191,860,6638,26,6812,905,5191,1447,210441900,1439,1849,8065,3712,13073,1597,6638,2055,4594,2274,5191,1266,2178,45,22.0,0.0,12266.0,2234,9026,332,4594,874,352,5191,593,68600.0,28005
1007,36.1,95481,36441,98,2062,2712,6705.0,10188,95481,94064,35774,10698,38628,401,49725,5018,35774,2854,3059377300,5653,9768,62830,12754,94023,2304,38628,22192,45594,8388,35774,15862,22214,2920,1295.0,762.0,88776.0,6474,61582,541,45594,6189,1647,35774,853,196600.0,28089
1008,39.3,14903,4181,3,0,800,1050.0,2473,14903,14677,6005,1794,6934,147,7768,831,6005,929,245792800,1098,1685,9144,2990,14712,1185,6934,2866,6005,2451,6005,1806,2905,32,342.0,8.0,13853.0,3151,9961,467,6005,966,539,6005,490,59700.0,28013
1009,37.8,26810,8790,3,17,340,1946.0,3997,26810,25884,9786,2147,11788,183,13862,1695,9786,2002,455807300,2452,3801,16617,6656,25851,2428,11788,4176,9328,3735,9786,3086,5333,122,48.0,63.0,24864.0,4168,17616,947,9328,1681,783,9786,583,79500.0,28091
1010,42.5,19573,629,25,32,552,1109.0,3537,19573,19280,7569,1628,10281,181,10069,971,7569,2712,346649200,1812,2247,12196,3548,19269,1758,10281,3584,7465,3418,7569,3006,4105,107,297.0,66.0,18464.0,3214,13527,163,7465,883,426,7569,487,73400.0,28141
1011,37.5,20754,8063,0,0,252,1484.0,2910,20754,20512,8296,1305,9234,101,10783,1210,8296,938,376966900,1611,2856,12991,5914,20510,3315,9234,3516,7806,2940,8296,3307,4812,124,30.0,0.0,19270.0,3850,13427,1024,7806,1243,531,8296,552,64700.0,28153
1012,36.3,14352,3416,86,11,154,687.0,1646,14352,11401,4131,732,5122,91,5870,565,4131,991,182220600,3373,1408,9923,1940,11420,1447,5122,1672,3906,1527,4131,1946,2718,17,50.0,36.0,13665.0,2595,9897,373,3906,845,160,4131,551,84400.0,28041
1013,38.5,37019,17587,39,70,1157,2439.0,4756,37019,35117,13019,2722,14874,139,18738,2730,13019,1855,626882400,4522,4545,24463,8267,34939,3911,14874,6942,14221,4630,13019,3414,6917,196,511.0,54.0,34580.0,7118,24631,168,14221,2469,999,13019,649,86100.0,28093
1014,38.5,8171,5700,6,13,67,568.0,1158,8171,8014,3155,1069,3606,52,4291,736,3155,451,108720300,962,1266,5121,2991,7923,601,3606,1305,2610,1194,3155,691,1553,16,62.0,0.0,7603.0,1712,5187,321,2610,621,399,3155,485,47400.0,28119
1015,39.2,55886,7067,351,321,1633,3662.0,8226,55886,54863,20519,4540,24068,320,28263,2881,20519,3549,1077371600,4932,6924,35742,11957,54844,4604,24068,9589,21558,7235,20519,8431,12496,341,145.0,144.0,52224.0,6559,36987,646,21558,3359,1075,20519,745,115700.0,28109
1016,32.7,23563,9592,1284,0,1008,1913.0,3116,23563,22439,7977,1928,9384,124,11813,1471,7977,1407,350104100,2593,2775,14315,6026,22439,2432,9384,3920,8083,2900,7977,3302,5940,42,645.0,50.0,21650.0,3685,14190,625,8083,1269,655,7977,530,71900.0,28079
1017,35.3,29682,6191,4675,140,507,2430.0,4005,29682,29090,10614,2691,12371,419,15572,1986,10614,1757,546325600,2214,3055,18075,6443,28990,2563,12371,5770,11873,3540,10614,3706,6719,206,134.0,606.0,27252.0,4233,18566,723,11873,2666,714,10614,621,73200.0,28099
1018,36.2,142136,26882,196,1751,3662,9893.0,16512,142136,137054,52870,12875,56535,545,73416,7701,52870,3665,3763165400,8842,12638,94147,15689,137180,7595,56535,33829,67856,14203,52870,23236,31840,1575,1194.0,486.0,132243.0,10800,94911,838,67856,9315,1838,52870,865,148000.0,28121
1019,35.2,51010,36158,97,259,565,3941.0,6306,51010,50268,18395,8364,21861,233,27353,5385,18395,3466,785387400,5772,6959,32043,18778,50123,1676,21861,9268,17518,6413,18395,3839,10470,235,466.0,496.0,47069.0,8223,31742,749,17518,3716,2567,18395,602,73700.0,28151
1020,40.1,12832,4259,7,7,45,924.0,1921,12832,12807,4825,959,6011,0,6592,597,4825,1186,242862300,1162,1821,8006,2348,12569,1122,6011,1989,4643,1766,4825,1654,2419,57,62.0,0.0,11908.0,1559,8547,411,4643,712,364,4825,583,77700.0,28077
1021,39.4,12217,2719,0,0,0,842.0,1842,12217,12101,4629,635,5505,73,6252,776,4629,876,205618500,977,1886,7670,2488,12131,1652,5505,1830,4435,1586,4629,1617,2647,32,0.0,0.0,11375.0,1605,8108,121,4435,617,306,4629,687,80200.0,28111
1022,38.4,17458,7283,15,62,645,1219.0,2564,17458,17124,6673,1880,7548,115,9170,1371,6673,875,274813400,1565,2165,10796,4555,17115,1871,7548,3230,6627,2527,6673,1807,3666,47,79.0,14.0,16239.0,3063,11346,136,6627,1121,645,6673,503,64600.0,28017
1023,42.3,10553,3536,17,0,0,619.0,1869,10553,10235,3814,626,5059,21,5316,571,3814,1245,161306600,1546,1797,6767,2598,10213,1645,5059,1539,3249,1522,3814,973,1470,6,0.0,27.0,9934.0,1682,7361,240,3249,606,177,3814,388,65000.0,28015
1024,36.3,22579,1900,20,48,471,1682.0,2926,22579,21970,8031,1376,9273,68,10972,852,8031,1242,438115300,1775,3030,14238,3853,21899,2154,9273,3171,8170,2821,8031,3661,5391,51,253.0,10.0,20897.0,2240,14517,531,8170,849,440,8031,665,99800.0,28039
1025,39.3,21886,9305,55,105,15,1458.0,3295,21886,21468,8483,2462,10170,168,11604,1728,8483,1687,438726000,2184,2516,13837,4810,21474,1586,10170,4467,8797,3471,8483,2602,4646,125,29.0,33.0,20428.0,3366,14355,153,8797,1251,724,8483,523,84900.0,28043
1026,38.6,7743,6674,0,6,6,451.0,1011,7743,7163,2578,784,3688,51,3750,804,2578,1110,80089600,1804,1247,5167,2942,7163,1235,3688,1099,1821,1101,2578,381,1245,0,0.0,0.0,7292.0,1065,5027,97,1821,416,316,2578,373,64900.0,28063
1027,37.8,21687,6622,1053,6,303,1411.0,3269,21687,20975,7977,1724,9397,117,11144,1251,7977,1420,379122200,1754,2287,13624,4044,21003,2333,9397,4329,8729,3263,7977,3047,4726,91,87.0,313.0,20276.0,2374,14039,286,8729,1491,446,7977,607,68400.0,28101
1028,38.7,25384,3365,21,164,308,1650.0,4009,25384,24394,9673,2275,11063,108,12913,1417,9673,1390,435147500,2619,2991,16075,5936,24388,1668,11063,4741,9845,4097,9673,3459,4887,39,100.0,140.0,23734.0,4440,16583,357,9845,1187,804,9673,490,73800.0,28117
1029,38.2,4835,3442,6,0,33,350.0,685,4835,4692,1663,603,2094,65,2653,448,1663,431,67555500,620,498,3015,1685,4713,328,2094,1010,1717,750,1663,354,1020,9,58.0,0.0,4485.0,837,3064,191,1717,396,245,1663,483,65800.0,28125
1030,42.4,8506,2714,0,11,27,520.0,1512,8506,8260,3377,867,4167,136,4430,455,3377,790,140698100,719,1013,5200,1839,8387,733,4167,1555,3187,1394,3377,1281,1633,3,1.0,8.0,7986.0,1202,5809,223,3187,481,366,3377,503,72600.0,28019
1031,40.5,44044,3321,46,498,1472,2572.0,6728,44044,43586,17712,4100,21639,263,22401,2230,17712,3927,1019768700,3282,5563,28323,8572,43523,3470,21639,8050,18314,5846,17712,6673,8986,302,316.0,272.0,41472.0,4233,30237,431,18314,3573,634,17712,747,142400.0,28045
1032,39.1,23362,1473,18,30,304,1422.0,3736,23362,22462,8897,1874,10138,153,11974,1087,8897,1241,424847000,1648,2933,14909,3097,22442,2263,10138,4255,9737,3415,8897,3515,4359,52,168.0,4.0,21940.0,3870,15431,249,9737,1187,359,8897,590,81900.0,28057
1033,40.2,1556,1033,0,0,5,84.0,236,1556,1266,488,126,605,7,647,60,488,117,20823700,299,259,1084,381,1267,177,605,149,407,210,488,69,165,10,5.0,0.0,1472.0,461,1105,89,407,86,62,488,307,60400.0,28055
1034,37.0,139430,29962,326,2968,6365,9355.0,17423,139430,138096,50180,14300,59811,301,70740,7422,50180,9631,3227689300,9771,15382,91146,21238,137972,6890,59811,27974,60105,15286,50180,19548,29739,1489,1842.0,1406.0,130075.0,12955,91448,1073,60105,12034,1891,50180,846,126600.0,28059
1035,32.5,32196,22949,163,203,763,2616.0,3829,32196,29787,10942,5401,13271,397,16930,3285,10942,2329,388153300,4969,5042,20504,11759,29941,1168,13271,5229,9610,3224,10942,1789,7132,72,154.0,146.0,29580.0,5842,19503,393,9610,2083,1513,10942,552,67400.0,28083
1036,32.2,10716,7828,0,67,239,934.0,1016,10716,10459,4081,2200,4779,57,5580,1010,4081,698,157108000,999,1260,6756,3169,10462,770,4779,2032,4170,937,4081,711,2372,27,171.0,108.0,9782.0,1712,6501,306,4170,1576,392,4081,684,72200.0,28143
1037,31.7,9681,8112,11,98,74,557.0,1200,9681,9123,3257,734,4231,12,5143,822,3257,974,112260700,1337,1719,6511,3271,9129,1369,4231,1630,3094,1273,3257,449,1599,6,3.0,24.0,9124.0,959,5886,125,3094,806,410,3257,504,52000.0,28021
1038,35.4,188110,41502,537,5489,9786,13853.0,22322,188110,182958,71418,26198,85048,434,94766,12257,71418,13630,4239129000,11471,18043,125198,33162,182517,8477,85048,39276,82379,20082,71418,22937,38653,1495,3046.0,2324.0,174257.0,17728,121953,706,82379,19481,3435,71418,854,143900.0,28047
1039,36.9,80204,33889,140,543,1475,5572.0,11304,80204,76198,29715,9807,34745,605,41558,6438,29715,5030,1630113000,7505,8178,51396,17797,76072,5280,34745,16173,31841,10153,29715,8369,16868,822,572.0,348.0,74632.0,8940,52282,597,31841,5417,2306,29715,635,87300.0,28075
1040,37.5,34850,10634,97,57,342,2511.0,4946,34850,34165,13184,3064,15224,317,18228,2499,13184,2040,678752800,3072,4423,21754,7371,34196,4205,15224,6456,13464,4531,13184,5114,7965,192,201.0,39.0,32339.0,4337,22843,924,13464,1982,645,13184,564,80100.0,28085
1041,38.1,27476,9673,0,159,417,1994.0,3879,27476,26649,9979,2322,11914,257,14142,1545,9979,1935,486353000,2385,3569,17165,5986,26851,3391,11914,5146,10571,3422,9979,3094,5503,72,166.0,168.0,25482.0,3945,17819,610,10571,1931,586,9979,601,77000.0,28127
1042,39.4,19160,9039,0,14,183,1363.0,3176,19160,18736,7441,1894,8736,66,9931,1339,7441,1295,325369500,1636,2221,11821,4953,18661,1347,8736,3431,7180,2775,7441,2207,3699,22,28.0,8.0,17797.0,2615,12733,336,7180,1528,778,7441,577,79100.0,28159
1043,39.9,19454,8200,0,0,329,1463.0,3348,19454,19095,7249,1842,9122,273,10244,1525,7249,1873,331049000,1625,2499,11734,5381,19132,1987,9122,3216,6949,3139,7249,2532,4403,100,179.0,0.0,17991.0,3436,12753,369,6949,1042,624,7249,532,73200.0,28007
